device_id,street_marker,sign_plate_id,target_occupied,hour,dow,is_weekend,duration_min
23916,2334N,nan,0,19.0,2.0,0,24.633333333333333
23916,2334N,33.0,1,13.0,3.0,0,33.3
23916,2334N,nan,1,19.0,3.0,0,15.783333333333333
23916,2334N,nan,1,20.0,3.0,0,4.333333333333333
23916,2334N,nan,1,23.0,3.0,0,0.38333333333333336
23916,2334N,nan,1,23.0,3.0,0,11.833333333333334
23916,2334N,nan,1,0.0,4.0,0,0.48333333333333334
23916,2334N,nan,1,1.0,4.0,0,1.5666666666666667
23916,2334N,33.0,1,15.0,5.0,1,115.21666666666667
23916,2334N,33.0,0,17.0,5.0,1,0.5333333333333333
23916,2334N,nan,1,0.0,6.0,1,5.566666666666666
23916,2334N,nan,1,22.0,6.0,1,7.0
23916,2334N,nan,0,23.0,6.0,1,3.433333333333333
23916,2334N,nan,1,23.0,6.0,1,3.05
23916,2334N,33.0,0,13.0,1.0,0,4.2
23916,2334N,nan,1,21.0,1.0,0,53.666666666666664
23916,2334N,33.0,1,13.0,2.0,0,0.7166666666666667
23916,2334N,33.0,1,13.0,2.0,0,0.21666666666666667
23916,2334N,nan,0,7.0,3.0,0,3.816666666666667
23916,2334N,33.0,0,17.0,3.0,0,101.25
23916,2334N,nan,0,23.0,3.0,0,1.65
23916,2334N,nan,1,0.0,4.0,0,18.783333333333335
23916,2334N,33.0,0,18.0,4.0,0,4.083333333333333
23916,2334N,nan,0,20.0,4.0,0,0.6
23916,2334N,33.0,0,17.0,5.0,1,9.95
23916,2334N,33.0,1,18.0,5.0,1,75.46666666666667
23916,2334N,nan,1,22.0,5.0,1,0.9833333333333333
23916,2334N,nan,1,1.0,6.0,1,0.6166666666666667
23916,2334N,33.0,0,15.0,6.0,1,31.3
23916,2334N,33.0,1,18.0,6.0,1,0.21666666666666667
23916,2334N,nan,0,23.0,6.0,1,5.516666666666667
23916,2334N,33.0,1,18.0,0.0,0,41.71666666666667
23916,2334N,nan,0,21.0,0.0,0,25.966666666666665
23916,2334N,nan,0,21.0,0.0,0,1.9833333333333334
23916,2334N,33.0,0,11.0,1.0,0,0.7333333333333333
23916,2334N,nan,0,22.0,2.0,0,2.6166666666666667
23916,2334N,33.0,0,13.0,3.0,0,1.9666666666666666
23916,2334N,33.0,0,15.0,3.0,0,3.316666666666667
23916,2334N,nan,0,19.0,3.0,0,22.6
23916,2334N,33.0,0,9.0,4.0,0,15.033333333333333
23916,2334N,33.0,1,19.0,4.0,0,0.95
23916,2334N,33.0,0,19.0,4.0,0,0.6166666666666667
23916,2334N,nan,0,1.0,5.0,1,30.683333333333334
23916,2334N,33.0,0,10.0,5.0,1,0.8
23916,2334N,33.0,1,11.0,5.0,1,1.55
23916,2334N,33.0,0,13.0,5.0,1,60.71666666666667
23916,2334N,nan,0,0.0,6.0,1,26.366666666666667
23916,2334N,33.0,1,12.0,6.0,1,0.9166666666666666
23916,2334N,33.0,0,16.0,6.0,1,27.216666666666665
23916,2334N,nan,1,0.0,0.0,0,4.6
23916,2334N,nan,1,6.0,0.0,0,0.6333333333333333
23916,2334N,33.0,1,18.0,0.0,0,0.31666666666666665
23916,2334N,33.0,0,18.0,3.0,0,41.43333333333333
23916,2334N,nan,1,22.0,3.0,0,5.966666666666667
23916,2334N,nan,1,22.0,3.0,0,63.65
23916,2334N,33.0,0,10.0,4.0,0,0.75
23916,2334N,33.0,0,12.0,4.0,0,0.6333333333333333
23916,2334N,nan,1,0.0,5.0,1,2.183333333333333
23916,2334N,nan,1,5.0,5.0,1,17.9
23916,2334N,33.0,1,9.0,5.0,1,0.35
23916,2334N,33.0,1,16.0,5.0,1,0.3
23916,2334N,33.0,1,18.0,5.0,1,2.0166666666666666
23916,2334N,nan,1,22.0,5.0,1,0.5666666666666667
23916,2334N,nan,0,3.0,6.0,1,82.45
23916,2334N,nan,0,4.0,6.0,1,1.1666666666666667
23916,2334N,33.0,1,19.0,6.0,1,0.7166666666666667
23916,2334N,nan,0,6.0,0.0,0,63.766666666666666
23916,2334N,33.0,0,16.0,0.0,0,5.683333333333334
23916,2334N,nan,1,19.0,0.0,0,0.8333333333333334
23916,2334N,33.0,0,18.0,1.0,0,2.1166666666666667
23916,2334N,33.0,1,9.0,2.0,0,1.1
23916,2334N,33.0,0,9.0,2.0,0,4.233333333333333
23916,2334N,33.0,1,13.0,2.0,0,24.283333333333335
23916,2334N,nan,1,6.0,3.0,0,0.3333333333333333
23916,2334N,33.0,1,11.0,3.0,0,82.91666666666667
23916,2334N,33.0,1,13.0,3.0,0,0.7333333333333333
23916,2334N,nan,0,20.0,3.0,0,23.616666666666667
23916,2334N,nan,1,20.0,3.0,0,1.5666666666666667
23916,2334N,nan,1,23.0,3.0,0,29.783333333333335
23916,2334N,nan,0,2.0,4.0,0,133.71666666666667
23916,2334N,nan,0,6.0,4.0,0,9.05
23916,2334N,33.0,0,8.0,4.0,0,56.61666666666667
23916,2334N,nan,0,20.0,4.0,0,64.53333333333333
23916,2334N,nan,1,23.0,4.0,0,1.95
23916,2334N,nan,0,0.0,5.0,1,2.7666666666666666
23916,2334N,nan,1,5.0,5.0,1,2.15
23916,2334N,33.0,0,13.0,5.0,1,0.36666666666666664
23916,2334N,33.0,1,18.0,5.0,1,61.56666666666667
23916,2334N,nan,0,20.0,5.0,1,1.4833333333333334
23916,2334N,33.0,0,15.0,6.0,1,28.933333333333334
23916,2334N,33.0,0,19.0,6.0,1,8.75
23916,2334N,nan,0,19.0,6.0,1,1.4666666666666666
23916,2334N,33.0,0,17.0,0.0,0,55.516666666666666
23916,2334N,nan,0,20.0,0.0,0,118.33333333333333
23916,2334N,nan,0,0.0,1.0,0,2.3333333333333335
23916,2334N,nan,0,7.0,1.0,0,2.9166666666666665
23916,2334N,33.0,0,14.0,1.0,0,9.25
23916,2334N,nan,0,20.0,1.0,0,8.116666666666667
23916,2334N,nan,0,20.0,1.0,0,2.683333333333333
23916,2334N,33.0,1,7.0,2.0,0,47.9
23916,2334N,33.0,0,8.0,2.0,0,301.18333333333334
23916,2334N,nan,0,20.0,3.0,0,18.3
23916,2334N,33.0,1,14.0,4.0,0,0.6166666666666667
23916,2334N,33.0,0,15.0,4.0,0,50.766666666666666
23916,2334N,nan,1,19.0,4.0,0,0.4666666666666667
23916,2334N,nan,1,1.0,5.0,1,0.45
23916,2334N,nan,0,1.0,5.0,1,4.966666666666667
23916,2334N,33.0,0,12.0,5.0,1,17.566666666666666
23916,2334N,nan,0,23.0,5.0,1,6.016666666666667
23916,2334N,nan,1,4.0,6.0,1,1.7333333333333334
23916,2334N,33.0,1,14.0,6.0,1,0.4666666666666667
23916,2334N,33.0,0,16.0,6.0,1,36.75
23916,2334N,nan,0,20.0,6.0,1,68.55
23916,2334N,33.0,0,13.0,0.0,0,3.1
23916,2334N,33.0,1,11.0,1.0,0,144.31666666666666
23916,2334N,33.0,0,15.0,1.0,0,104.31666666666666
23916,2334N,33.0,0,15.0,2.0,0,8.266666666666667
23916,2334N,33.0,1,15.0,2.0,0,0.5666666666666667
23916,2334N,33.0,1,18.0,2.0,0,68.45
23916,2334N,nan,1,19.0,2.0,0,141.15
23916,2334N,nan,0,21.0,2.0,0,19.233333333333334
23916,2334N,nan,0,1.0,3.0,0,232.63333333333333
23916,2334N,33.0,1,8.0,3.0,0,16.783333333333335
23916,2334N,33.0,1,17.0,3.0,0,4.4
23916,2334N,33.0,1,18.0,3.0,0,17.133333333333333
23916,2334N,nan,1,19.0,3.0,0,18.283333333333335
23916,2334N,nan,1,20.0,3.0,0,3.5833333333333335
23916,2334N,33.0,0,11.0,4.0,0,1.75
23916,2334N,33.0,0,16.0,4.0,0,71.23333333333333
23916,2334N,nan,0,0.0,6.0,1,10.1
23916,2334N,33.0,0,15.0,6.0,1,0.18333333333333332
23916,2334N,nan,1,22.0,6.0,1,8.016666666666667
23916,2334N,33.0,0,12.0,0.0,0,14.833333333333334
23916,2334N,nan,0,21.0,0.0,0,4.933333333333334
23916,2334N,nan,1,21.0,0.0,0,0.21666666666666667
23916,2334N,33.0,0,11.0,1.0,0,3.3666666666666667
23916,2334N,33.0,0,14.0,1.0,0,10.616666666666667
23916,2334N,nan,0,22.0,1.0,0,0.9166666666666666
23916,2334N,33.0,0,15.0,2.0,0,22.616666666666667
23916,2334N,nan,1,22.0,2.0,0,0.3
23916,2334N,33.0,0,7.0,3.0,0,37.03333333333333
23916,2334N,nan,1,1.0,4.0,0,0.3
23916,2334N,nan,0,1.0,4.0,0,0.18333333333333332
23916,2334N,nan,1,1.0,4.0,0,274.46666666666664
23916,2334N,33.0,1,14.0,4.0,0,11.566666666666666
23916,2334N,33.0,0,19.0,4.0,0,2.3333333333333335
23916,2334N,nan,0,21.0,4.0,0,4.8
23916,2334N,nan,1,22.0,4.0,0,0.6333333333333333
23916,2334N,nan,1,23.0,4.0,0,2.3666666666666667
23916,2334N,nan,0,0.0,5.0,1,13.45
23916,2334N,nan,1,21.0,5.0,1,0.8333333333333334
23916,2334N,33.0,1,11.0,6.0,1,302.6
23916,2334N,33.0,0,16.0,0.0,0,32.46666666666667
23916,2334N,nan,1,20.0,0.0,0,0.31666666666666665
23916,2334N,nan,1,2.0,1.0,0,161.75
23916,2334N,33.0,1,10.0,1.0,0,10.05
23916,2334N,33.0,0,15.0,1.0,0,12.633333333333333
23916,2334N,nan,0,23.0,1.0,0,31.35
23916,2334N,nan,1,0.0,2.0,0,0.5833333333333334
23916,2334N,nan,1,0.0,2.0,0,16.65
23916,2334N,33.0,1,11.0,2.0,0,43.233333333333334
23916,2334N,33.0,1,12.0,2.0,0,36.5
23916,2334N,nan,0,19.0,2.0,0,0.4
23916,2334N,nan,0,0.0,3.0,0,18.35
23916,2334N,nan,0,0.0,3.0,0,17.533333333333335
23916,2334N,33.0,0,13.0,3.0,0,7.35
23916,2334N,nan,1,1.0,4.0,0,4.1
23916,2334N,nan,1,6.0,4.0,0,0.43333333333333335
23916,2334N,33.0,1,8.0,4.0,0,1.25
23916,2334N,33.0,1,14.0,5.0,1,25.35
23916,2334N,nan,1,0.0,6.0,1,5.6
23916,2334N,nan,0,0.0,6.0,1,40.266666666666666
23916,2334N,nan,0,1.0,6.0,1,0.2
23916,2334N,nan,0,3.0,6.0,1,31.633333333333333
23916,2334N,nan,0,19.0,6.0,1,130.23333333333332
23916,2334N,33.0,1,12.0,0.0,0,0.6166666666666667
23916,2334N,33.0,0,18.0,0.0,0,0.9333333333333333
23916,2334N,33.0,1,18.0,0.0,0,42.983333333333334
23916,2334N,nan,0,22.0,0.0,0,31.583333333333332
23916,2334N,nan,1,22.0,0.0,0,1.3333333333333333
23916,2334N,nan,1,23.0,0.0,0,14.966666666666667
23916,2334N,nan,0,3.0,1.0,0,268.15
23916,2334N,33.0,1,10.0,1.0,0,29.25
23916,2334N,nan,1,23.0,1.0,0,0.7833333333333333
23916,2334N,nan,0,0.0,2.0,0,25.35
23916,2334N,nan,1,6.0,2.0,0,0.6
23916,2334N,33.0,0,7.0,3.0,0,77.61666666666666
23916,2334N,33.0,1,11.0,3.0,0,1.6
23916,2334N,nan,0,20.0,3.0,0,4.6
23916,2334N,nan,0,20.0,3.0,0,9.383333333333333
23916,2334N,nan,1,20.0,3.0,0,9.65
23916,2334N,nan,0,6.0,4.0,0,74.91666666666667
23916,2334N,33.0,1,18.0,4.0,0,19.5
23916,2334N,nan,0,19.0,4.0,0,5.083333333333333
23916,2334N,nan,0,22.0,4.0,0,6.5
23916,2334N,33.0,1,12.0,5.0,1,0.26666666666666666
23916,2334N,nan,0,22.0,5.0,1,0.35
23916,2334N,nan,0,22.0,5.0,1,0.21666666666666667
23916,2334N,nan,1,23.0,5.0,1,31.683333333333334
23916,2334N,nan,0,2.0,6.0,1,2.7666666666666666
23916,2334N,nan,1,4.0,6.0,1,0.4166666666666667
23916,2334N,33.0,0,13.0,0.0,0,5.983333333333333
23916,2334N,33.0,0,16.0,0.0,0,22.733333333333334
23916,2334N,33.0,1,18.0,0.0,0,1.5166666666666666
23916,2334N,nan,1,22.0,0.0,0,0.5333333333333333
23916,2334N,nan,0,0.0,1.0,0,205.25
23916,2334N,33.0,0,7.0,1.0,0,39.2
23916,2334N,33.0,1,8.0,3.0,0,128.8
23916,2334N,33.0,0,11.0,3.0,0,0.9
23916,2334N,33.0,1,13.0,3.0,0,68.56666666666666
23916,2334N,nan,0,23.0,3.0,0,1.6333333333333333
23916,2334N,nan,0,0.0,4.0,0,1.8833333333333333
23916,2334N,33.0,1,7.0,4.0,0,42.45
23916,2334N,33.0,1,18.0,4.0,0,57.46666666666667
23916,2334N,nan,1,0.0,5.0,1,2.65
23916,2334N,nan,1,5.0,5.0,1,14.766666666666667
23916,2334N,33.0,0,7.0,5.0,1,102.16666666666667
23916,2334N,33.0,1,9.0,5.0,1,0.25
23916,2334N,33.0,0,16.0,5.0,1,0.5666666666666667
23916,2334N,33.0,1,16.0,5.0,1,133.43333333333334
23916,2334N,nan,0,1.0,6.0,1,10.283333333333333
23916,2334N,33.0,1,14.0,6.0,1,19.7
23916,2334N,33.0,0,14.0,6.0,1,2.316666666666667
23916,2334N,33.0,1,14.0,6.0,1,0.3333333333333333
23916,2334N,nan,0,22.0,6.0,1,11.833333333333334
23916,2334N,33.0,0,7.0,0.0,0,56.15
23916,2334N,33.0,0,8.0,0.0,0,33.8
23916,2334N,33.0,0,9.0,0.0,0,37.96666666666667
23916,2334N,33.0,1,10.0,0.0,0,1.2833333333333334
23916,2334N,33.0,0,7.0,1.0,0,36.733333333333334
23916,2334N,nan,0,21.0,1.0,0,17.716666666666665
23916,2334N,nan,0,22.0,1.0,0,16.7
23916,2334N,33.0,1,9.0,2.0,0,1.5833333333333333
23916,2334N,33.0,1,14.0,2.0,0,1.1833333333333333
23916,2334N,nan,1,22.0,2.0,0,3.7
23916,2334N,nan,0,22.0,2.0,0,1.5833333333333333
23916,2334N,nan,1,23.0,2.0,0,3.283333333333333
23916,2334N,nan,0,23.0,2.0,0,9.933333333333334
23916,2334N,nan,0,0.0,3.0,0,12.433333333333334
23916,2334N,33.0,1,11.0,3.0,0,0.95
23916,2334N,33.0,1,17.0,3.0,0,1.8333333333333333
23916,2334N,33.0,0,17.0,3.0,0,20.766666666666666
23916,2334N,nan,1,0.0,4.0,0,2.0
23916,2334N,nan,0,20.0,4.0,0,1.65
23916,2334N,nan,1,1.0,5.0,1,0.55
23916,2334N,33.0,0,13.0,5.0,1,3.966666666666667
23916,2334N,33.0,1,14.0,5.0,1,14.0
23916,2334N,nan,0,19.0,5.0,1,0.18333333333333332
23916,2334N,nan,1,22.0,5.0,1,5.816666666666666
23916,2334N,nan,0,23.0,5.0,1,2.8
23916,2334N,nan,1,23.0,5.0,1,0.7333333333333333
23916,2334N,nan,0,0.0,6.0,1,0.11666666666666667
23916,2334N,nan,0,1.0,6.0,1,0.15
23916,2334N,nan,0,1.0,6.0,1,15.616666666666667
23916,2334N,nan,1,3.0,6.0,1,0.7333333333333333
23916,2334N,33.0,0,18.0,6.0,1,30.683333333333334
23916,2334N,nan,1,22.0,6.0,1,0.48333333333333334
23916,2334N,nan,0,0.0,0.0,0,429.43333333333334
23916,2334N,nan,1,20.0,0.0,0,0.4166666666666667
23916,2334N,33.0,0,8.0,1.0,0,105.33333333333333
23916,2334N,33.0,0,10.0,1.0,0,10.0
23916,2334N,33.0,0,17.0,1.0,0,20.95
23916,2334N,nan,0,22.0,1.0,0,7.316666666666666
23916,2334N,nan,1,23.0,1.0,0,5.933333333333334
23916,2334N,33.0,1,7.0,2.0,0,0.5333333333333333
23916,2334N,33.0,1,17.0,2.0,0,1.4166666666666667
23916,2334N,nan,0,5.0,3.0,0,125.26666666666667
23916,2334N,33.0,1,14.0,3.0,0,0.5
23916,2334N,33.0,1,14.0,3.0,0,1.2333333333333334
23916,2334N,33.0,1,14.0,3.0,0,5.583333333333333
23916,2334N,nan,1,1.0,4.0,0,1.05
23916,2334N,33.0,1,11.0,4.0,0,0.4666666666666667
23916,2334N,nan,0,23.0,4.0,0,0.21666666666666667
23916,2334N,nan,0,23.0,4.0,0,7.783333333333333
23916,2334N,nan,0,0.0,5.0,1,6.75
23916,2334N,nan,0,0.0,5.0,1,0.45
23916,2334N,nan,1,1.0,5.0,1,1.6
23916,2334N,nan,1,2.0,6.0,1,50.46666666666667
23916,2334N,nan,1,21.0,6.0,1,0.23333333333333334
23916,2334N,33.0,1,18.0,0.0,0,1.6666666666666667
23916,2334N,33.0,0,12.0,1.0,0,17.166666666666668
23916,2334N,33.0,1,15.0,1.0,0,1.6333333333333333
23916,2334N,nan,0,22.0,1.0,0,12.783333333333333
23916,2334N,nan,0,6.0,2.0,0,24.233333333333334
23916,2334N,nan,0,22.0,2.0,0,29.583333333333332
23916,2334N,33.0,0,9.0,3.0,0,30.583333333333332
23916,2334N,33.0,0,11.0,3.0,0,13.466666666666667
23916,2334N,33.0,0,13.0,3.0,0,2.466666666666667
23916,2334N,nan,0,0.0,5.0,1,24.083333333333332
23916,2334N,nan,0,1.0,5.0,1,6.316666666666666
23916,2334N,nan,1,6.0,5.0,1,0.75
23916,2334N,33.0,0,8.0,5.0,1,47.18333333333333
23916,2334N,33.0,0,9.0,5.0,1,141.08333333333334
23916,2334N,33.0,1,12.0,5.0,1,122.78333333333333
23916,2334N,33.0,0,13.0,6.0,1,9.8
23916,2334N,33.0,0,14.0,6.0,1,2.9833333333333334
23916,2334N,33.0,1,17.0,6.0,1,1.6166666666666667
23916,2334N,33.0,0,18.0,6.0,1,0.7166666666666667
23916,2334N,33.0,1,9.0,0.0,0,0.23333333333333334
23916,2334N,33.0,0,14.0,0.0,0,55.85
23916,2334N,33.0,1,15.0,0.0,0,0.7833333333333333
23916,2334N,nan,1,19.0,0.0,0,7.816666666666666
23916,2334N,nan,0,19.0,0.0,0,33.95
23916,2334N,33.0,0,14.0,1.0,0,2.1666666666666665
23916,2334N,nan,1,20.0,1.0,0,0.2833333333333333
23916,2334N,nan,0,20.0,2.0,0,18.133333333333333
23916,2334N,33.0,0,10.0,3.0,0,26.183333333333334
23916,2334N,33.0,0,10.0,3.0,0,20.416666666666668
23916,2334N,33.0,1,15.0,3.0,0,0.8666666666666667
23916,2334N,33.0,1,17.0,3.0,0,89.46666666666667
23916,2334N,nan,0,21.0,3.0,0,83.96666666666667
23916,2334N,nan,0,0.0,4.0,0,8.266666666666667
23916,2334N,nan,0,0.0,5.0,1,2.4
23916,2334N,nan,1,3.0,5.0,1,9.166666666666666
23916,2334N,33.0,0,8.0,5.0,1,45.833333333333336
23916,2334N,33.0,0,16.0,5.0,1,11.1
23916,2334N,nan,1,21.0,5.0,1,1.8333333333333333
23916,2334N,nan,0,23.0,5.0,1,0.6
23916,2334N,33.0,1,9.0,6.0,1,6.266666666666667
23916,2334N,nan,0,5.0,0.0,0,88.96666666666667
23916,2334N,33.0,1,14.0,0.0,0,10.616666666666667
23916,2334N,33.0,1,13.0,1.0,0,1.3
23916,2334N,nan,0,0.0,2.0,0,52.55
23916,2334N,33.0,0,14.0,2.0,0,2.0833333333333335
23916,2334N,33.0,1,17.0,2.0,0,0.36666666666666664
23916,2334N,nan,0,23.0,2.0,0,10.083333333333334
23916,2334N,nan,0,0.0,3.0,0,1.5
23916,2334N,nan,1,19.0,3.0,0,64.16666666666667
23916,2334N,nan,1,22.0,3.0,0,2.3
23916,2334N,33.0,0,12.0,4.0,0,4.466666666666667
23916,2334N,nan,0,23.0,4.0,0,2.2333333333333334
23916,2334N,nan,0,1.0,5.0,1,3.3
23916,2334N,nan,1,1.0,5.0,1,0.25
23916,2334N,nan,1,1.0,5.0,1,4.533333333333333
23916,2334N,nan,0,1.0,5.0,1,2.183333333333333
23916,2334N,nan,1,2.0,5.0,1,5.833333333333333
23916,2334N,nan,0,2.0,5.0,1,2.1666666666666665
23916,2334N,nan,1,2.0,5.0,1,11.366666666666667
23916,2334N,nan,0,2.0,5.0,1,0.7166666666666667
23916,2334N,33.0,0,15.0,5.0,1,1.25
23916,2334N,nan,1,19.0,5.0,1,196.96666666666667
23916,2334N,nan,1,0.0,6.0,1,0.9333333333333333
23916,2334N,33.0,1,15.0,6.0,1,0.23333333333333334
23916,2334N,nan,0,0.0,0.0,0,208.85
23916,2334N,33.0,1,14.0,0.0,0,0.38333333333333336
23916,2334N,33.0,1,7.0,1.0,0,110.46666666666667
23916,2334N,33.0,0,13.0,1.0,0,96.91666666666667
23916,2334N,33.0,0,18.0,1.0,0,2.5833333333333335
23916,2334N,nan,0,20.0,1.0,0,9.316666666666666
23916,2334N,nan,1,22.0,1.0,0,2.7
23916,2334N,nan,0,22.0,1.0,0,15.283333333333333
23916,2334N,33.0,0,9.0,2.0,0,15.816666666666666
23916,2334N,33.0,1,17.0,2.0,0,0.21666666666666667
23916,2334N,nan,1,19.0,2.0,0,11.333333333333334
23916,2334N,nan,1,21.0,2.0,0,1.7833333333333334
23916,2334N,33.0,1,13.0,3.0,0,0.85
23916,2334N,33.0,0,13.0,3.0,0,9.116666666666667
23916,2334N,33.0,1,15.0,3.0,0,0.65
23916,2334N,33.0,0,17.0,3.0,0,4.933333333333334
23916,2334N,nan,0,20.0,3.0,0,9.916666666666666
23916,2334N,nan,1,21.0,3.0,0,1.0
23916,2334N,nan,0,2.0,4.0,0,50.38333333333333
23916,2334N,33.0,0,17.0,4.0,0,17.666666666666668
23916,2334N,33.0,1,17.0,4.0,0,0.48333333333333334
23916,2334N,33.0,1,17.0,4.0,0,0.55
23916,2334N,nan,0,21.0,4.0,0,0.1
23916,2334N,nan,1,21.0,4.0,0,0.35
23916,2334N,nan,0,1.0,5.0,1,6.333333333333333
23916,2334N,nan,1,20.0,5.0,1,6.066666666666666
23916,2334N,nan,0,22.0,5.0,1,8.583333333333334
23916,2334N,nan,1,22.0,5.0,1,2.65
23916,2334N,33.0,1,10.0,6.0,1,64.65
23916,2334N,33.0,0,15.0,6.0,1,14.55
23916,2334N,nan,0,20.0,6.0,1,0.6833333333333333
23916,2334N,nan,1,21.0,6.0,1,12.683333333333334
23916,2334N,33.0,1,10.0,0.0,0,119.48333333333333
23916,2334N,33.0,1,17.0,0.0,0,88.43333333333334
23916,2334N,nan,0,20.0,0.0,0,0.1
23916,2334N,nan,0,20.0,0.0,0,8.966666666666667
23916,2334N,nan,0,22.0,0.0,0,64.55
23916,2334N,33.0,0,14.0,1.0,0,0.21666666666666667
23916,2334N,nan,0,22.0,1.0,0,14.716666666666667
23916,2334N,nan,0,5.0,2.0,0,91.65
23916,2334N,33.0,0,10.0,2.0,0,3.0166666666666666
23916,2334N,nan,1,22.0,2.0,0,4.766666666666667
23916,2334N,nan,1,7.0,3.0,0,3.566666666666667
23916,2334N,33.0,0,11.0,3.0,0,3.1166666666666667
23916,2334N,33.0,0,11.0,3.0,0,40.733333333333334
23916,2334N,nan,1,0.0,4.0,0,0.26666666666666666
23916,2334N,nan,0,3.0,4.0,0,52.05
23916,2334N,33.0,0,15.0,4.0,0,0.43333333333333335
23916,2334N,33.0,1,16.0,4.0,0,121.26666666666667
23916,2334N,33.0,1,18.0,4.0,0,33.766666666666666
23916,2334N,nan,0,1.0,5.0,1,8.633333333333333
23916,2334N,33.0,0,9.0,5.0,1,22.683333333333334
23916,2334N,33.0,0,10.0,5.0,1,25.083333333333332
23916,2334N,nan,0,3.0,6.0,1,2.5
23916,2334N,33.0,1,12.0,6.0,1,2.2
23916,2334N,nan,0,6.0,0.0,0,46.31666666666667
23916,2334N,33.0,0,12.0,0.0,0,50.38333333333333
23916,2334N,nan,0,22.0,0.0,0,18.616666666666667
23916,2334N,nan,1,23.0,0.0,0,8.683333333333334
23916,2334N,33.0,0,18.0,1.0,0,0.21666666666666667
23916,2334N,33.0,0,19.0,1.0,0,0.35
23916,2334N,nan,0,0.0,2.0,0,206.61666666666667
23916,2334N,nan,1,5.0,2.0,0,10.166666666666666
23916,2334N,nan,0,19.0,2.0,0,43.71666666666667
23916,2334N,nan,1,22.0,2.0,0,4.4
23916,2334N,33.0,0,10.0,3.0,0,211.71666666666667
23916,2334N,nan,0,22.0,3.0,0,10.5
23916,2334N,nan,1,23.0,3.0,0,2.75
23916,2334N,nan,0,0.0,4.0,0,7.533333333333333
23916,2334N,33.0,1,10.0,4.0,0,115.65
23916,2334N,nan,1,23.0,4.0,0,1.1666666666666667
23916,2334N,33.0,1,17.0,5.0,1,91.13333333333334
23916,2334N,nan,1,22.0,5.0,1,0.4166666666666667
23916,2334N,nan,0,23.0,5.0,1,8.933333333333334
23916,2334N,nan,1,5.0,6.0,1,0.75
23916,2334N,33.0,1,7.0,6.0,1,0.23333333333333334
23916,2334N,33.0,0,9.0,6.0,1,129.5
23916,2334N,33.0,1,16.0,0.0,0,11.866666666666667
23916,2334N,33.0,0,18.0,0.0,0,23.966666666666665
23916,2334N,33.0,1,19.0,0.0,0,0.5
23916,2334N,nan,1,19.0,0.0,0,75.56666666666666
23916,2334N,nan,0,23.0,0.0,0,7.4
23916,2334N,33.0,1,7.0,1.0,0,123.83333333333333
23916,2334N,33.0,1,11.0,1.0,0,9.983333333333333
23916,2334N,nan,1,2.0,2.0,0,41.43333333333333
23916,2334N,33.0,0,10.0,3.0,0,6.05
23916,2334N,33.0,1,19.0,3.0,0,21.95
23916,2334N,nan,0,0.0,4.0,0,20.016666666666666
23916,2334N,33.0,1,8.0,4.0,0,4.783333333333333
23916,2334N,33.0,0,8.0,4.0,0,0.25
23916,2334N,33.0,1,11.0,4.0,0,0.6833333333333333
23916,2334N,nan,1,0.0,5.0,1,2.8666666666666667
23916,2334N,nan,1,0.0,5.0,1,0.21666666666666667
23916,2334N,nan,1,1.0,5.0,1,0.31666666666666665
23916,2334N,33.0,1,12.0,5.0,1,19.6
23916,2334N,33.0,1,16.0,5.0,1,19.916666666666668
23916,2334N,nan,0,22.0,5.0,1,4.0
23916,2334N,nan,0,22.0,5.0,1,1.6333333333333333
23916,2334N,nan,0,4.0,6.0,1,167.08333333333334
23916,2334N,33.0,1,19.0,0.0,0,2.35
23916,2334N,33.0,1,13.0,1.0,0,0.23333333333333334
23916,2334N,nan,0,22.0,1.0,0,3.433333333333333
23916,2334N,nan,1,0.0,2.0,0,1.9
23916,2334N,nan,1,19.0,2.0,0,1.3833333333333333
23916,2334N,nan,1,21.0,2.0,0,7.533333333333333
23916,2334N,nan,0,22.0,2.0,0,20.283333333333335
23916,2334N,nan,0,21.0,3.0,0,6.083333333333333
23916,2334N,nan,0,22.0,3.0,0,0.9666666666666667
23916,2334N,nan,1,22.0,3.0,0,0.23333333333333334
23916,2334N,nan,1,0.0,5.0,1,135.66666666666666
23916,2334N,33.0,0,10.0,5.0,1,5.283333333333333
23916,2334N,33.0,0,12.0,5.0,1,68.26666666666667
23916,2334N,33.0,1,11.0,6.0,1,113.75
23916,2334N,33.0,0,14.0,6.0,1,0.13333333333333333
23916,2334N,33.0,1,18.0,6.0,1,1.2
23916,2334N,33.0,1,13.0,0.0,0,47.916666666666664
23916,2334N,33.0,0,18.0,0.0,0,10.133333333333333
23916,2334N,nan,1,7.0,1.0,0,0.3333333333333333
23916,2334N,33.0,1,7.0,1.0,0,6.533333333333333
23916,2334N,33.0,0,15.0,1.0,0,39.05
23916,2334N,33.0,0,17.0,1.0,0,6.833333333333333
23916,2334N,33.0,1,18.0,1.0,0,0.7333333333333333
23916,2334N,nan,0,21.0,1.0,0,18.1
23916,2334N,33.0,1,9.0,2.0,0,5.433333333333334
23916,2334N,33.0,1,10.0,2.0,0,3.35
23916,2334N,nan,1,19.0,2.0,0,48.483333333333334
23916,2334N,nan,1,20.0,2.0,0,1.15
23916,2334N,nan,0,21.0,2.0,0,5.166666666666667
23916,2334N,nan,0,23.0,2.0,0,29.383333333333333
23916,2334N,33.0,1,18.0,3.0,0,0.3
