device_id,street_marker,sign_plate_id,target_occupied,hour,dow,is_weekend,duration_min
23914,1896N,nan,0,0.0,6.0,1,17.633333333333333
23914,1896N,3.0,0,14.0,6.0,1,0.11666666666666667
23914,1896N,287.0,1,15.0,0.0,0,17.533333333333335
23914,1896N,287.0,0,9.0,2.0,0,0.26666666666666666
23914,1896N,287.0,0,9.0,2.0,0,0.21666666666666667
23914,1896N,287.0,1,9.0,2.0,0,0.43333333333333335
23914,1896N,287.0,0,12.0,2.0,0,0.8
23914,1896N,287.0,1,17.0,2.0,0,0.31666666666666665
23914,1896N,nan,0,6.0,3.0,0,55.65
23914,1896N,287.0,1,14.0,5.0,1,0.2
23914,1896N,287.0,0,14.0,5.0,1,12.083333333333334
23914,1896N,nan,0,21.0,6.0,1,11.3
23914,1896N,nan,0,23.0,6.0,1,31.666666666666668
23914,1896N,287.0,1,18.0,1.0,0,27.233333333333334
23914,1896N,nan,0,21.0,1.0,0,23.483333333333334
23914,1896N,287.0,0,9.0,2.0,0,2.1333333333333333
23914,1896N,nan,1,1.0,5.0,1,70.53333333333333
23914,1896N,nan,0,5.0,5.0,1,65.53333333333333
23914,1896N,508.0,1,20.0,5.0,1,25.866666666666667
23914,1896N,3.0,1,15.0,6.0,1,63.5
23914,1896N,nan,1,23.0,6.0,1,16.983333333333334
23914,1896N,287.0,1,17.0,0.0,0,0.25
23914,1896N,287.0,1,15.0,2.0,0,3.4833333333333334
23914,1896N,287.0,0,15.0,2.0,0,2.0166666666666666
23914,1896N,nan,1,22.0,6.0,1,26.6
23914,1896N,nan,0,22.0,0.0,0,0.23333333333333334
23914,1896N,287.0,0,14.0,1.0,0,1.3833333333333333
23914,1896N,287.0,1,14.0,1.0,0,69.33333333333333
23914,1896N,287.0,1,16.0,1.0,0,0.36666666666666664
23914,1896N,287.0,1,16.0,1.0,0,0.25
23914,1896N,287.0,1,7.0,3.0,0,57.68333333333333
23914,1896N,287.0,1,9.0,3.0,0,33.166666666666664
23914,1896N,287.0,0,15.0,3.0,0,1.05
23914,1896N,nan,1,22.0,3.0,0,4.266666666666667
23914,1896N,287.0,0,15.0,5.0,1,0.4
23914,1896N,3.0,0,8.0,6.0,1,56.68333333333333
23914,1896N,nan,0,23.0,6.0,1,45.25
23914,1896N,287.0,1,17.0,0.0,0,9.083333333333334
23914,1896N,nan,0,6.0,1.0,0,0.21666666666666667
23914,1896N,nan,1,6.0,3.0,0,4.733333333333333
23914,1896N,nan,0,6.0,3.0,0,6.783333333333333
23914,1896N,287.0,1,15.0,3.0,0,4.383333333333334
23914,1896N,nan,0,0.0,4.0,0,347.45
23914,1896N,nan,0,6.0,4.0,0,25.066666666666666
23914,1896N,287.0,1,15.0,4.0,0,47.8
23914,1896N,3.0,0,10.0,6.0,1,57.0
23914,1896N,nan,1,19.0,6.0,1,0.55
23914,1896N,287.0,1,7.0,0.0,0,14.133333333333333
23914,1896N,287.0,1,7.0,0.0,0,24.033333333333335
23914,1896N,287.0,0,9.0,0.0,0,1.2333333333333334
23914,1896N,287.0,1,15.0,1.0,0,24.883333333333333
23914,1896N,nan,1,6.0,2.0,0,8.833333333333334
23914,1896N,287.0,1,14.0,3.0,0,20.933333333333334
23914,1896N,287.0,0,15.0,3.0,0,2.433333333333333
23914,1896N,nan,0,22.0,4.0,0,9.55
23914,1896N,287.0,0,17.0,0.0,0,0.8
23914,1896N,287.0,1,15.0,1.0,0,20.0
23914,1896N,nan,0,20.0,1.0,0,1.1333333333333333
23914,1896N,287.0,0,12.0,2.0,0,0.2
23914,1896N,287.0,0,14.0,2.0,0,0.21666666666666667
23914,1896N,287.0,0,9.0,5.0,1,1.4333333333333333
23914,1896N,287.0,1,15.0,5.0,1,3.1
23914,1896N,3.0,1,9.0,6.0,1,65.1
23914,1896N,287.0,0,8.0,0.0,0,4.566666666666666
23914,1896N,287.0,1,14.0,0.0,0,83.38333333333334
23914,1896N,287.0,0,7.0,2.0,0,39.4
23914,1896N,287.0,0,8.0,2.0,0,8.416666666666666
23914,1896N,287.0,1,9.0,2.0,0,33.63333333333333
23914,1896N,508.0,1,18.0,2.0,0,10.35
23914,1896N,287.0,1,8.0,3.0,0,65.08333333333333
23914,1896N,508.0,1,18.0,3.0,0,68.41666666666667
23914,1896N,287.0,0,15.0,5.0,1,0.11666666666666667
23914,1896N,3.0,1,14.0,6.0,1,0.9166666666666666
23914,1896N,287.0,1,15.0,4.0,0,8.666666666666666
23914,1896N,3.0,1,9.0,6.0,1,0.23333333333333334
23914,1896N,3.0,0,11.0,6.0,1,2.5833333333333335
23914,1896N,287.0,0,9.0,0.0,0,16.5
23914,1896N,287.0,0,15.0,0.0,0,9.2
23914,1896N,287.0,0,16.0,0.0,0,1.3666666666666667
23914,1896N,287.0,0,16.0,0.0,0,1.6
23914,1896N,508.0,0,20.0,1.0,0,3.716666666666667
23914,1896N,nan,1,4.0,2.0,0,2.3
23914,1896N,287.0,0,9.0,2.0,0,6.533333333333333
23914,1896N,287.0,0,17.0,3.0,0,6.2
23914,1896N,3.0,1,11.0,6.0,1,13.133333333333333
23914,1896N,3.0,0,14.0,6.0,1,0.38333333333333336
23914,1896N,287.0,1,17.0,0.0,0,13.283333333333333
23914,1896N,508.0,0,19.0,0.0,0,5.333333333333333
23914,1896N,287.0,0,12.0,1.0,0,3.033333333333333
23914,1896N,287.0,1,9.0,2.0,0,0.36666666666666664
23914,1896N,287.0,1,10.0,3.0,0,7.066666666666666
